ZONE_ID,EU_CIRCO,NOM_REGION,CHEF.LIEU_REGION,NOM_DEPARTEMENT,NOM_COMMUNE,CODES_POSTAUX,CODE_INSEE
z18063,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Puceul,44390,44138
z18064,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Rougé,44660,44146
z18065,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Ruffigné,44660,44148
z18066,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saffré,44390,44149
z18067,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Aubin-des-Châteaux,44110,44153
z18068,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Julien-de-Vouvantes,44670,44170
z18069,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Mars-du-Désert,44850,44179
z18070,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Vincent-des-Landes,44590,44193
z18071,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Sion-les-Mines,44590,44197
z18072,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Soudan,44110,44199
z18073,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Soulvache,44660,44200
z18074,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Treffieux,44170,44208
z18075,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Vay,44170,44214
z18076,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Villepot,44110,44218
z18077,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Assérac,44410,44006
z18078,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Avessac,44460,44007
z18079,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Batz-sur-Mer,44740,44010
z18080,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Besné,44160,44013
z18081,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Crossac,44160,44050
z18082,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Drefféac,44530,44053
z18083,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Fégréac,44460,44057
z18084,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Guenrouet,44530,44068
z18085,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Guérande,44350,44069
z18086,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Herbignac,44410,44072
z18087,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Baule-Escoublac,44500,44055
z18088,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Chapelle-des-Marais,44410,44030
z18089,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Turballe,44420,44211
z18090,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Croisic,44490,44049
z18091,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Pouliguen,44510,44135
z18092,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Mesquer,44420,44097
z18093,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Missillac,44780,44098
z18094,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Piriac-sur-Mer,44420,44125
z18095,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Plessé,44630,44128
z18096,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Pontchâteau,44160,44129
z18097,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Pornichet,44380,44132
z18098,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-André-des-Eaux,44117,44151
z18099,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Sainte-Anne-sur-Brivet,44160,44152
z18100,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Sainte-Reine-de-Bretagne,44160,44189
z18101,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Gildas-des-Bois,44530,44161
z18102,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Joachim,44720,44168
z18103,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Lyphard,44410,44175
z18104,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Molf,44350,44183
z18105,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Nicolas-de-Redon,44460,44185
z18106,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Sévérac,44530,44196
z18107,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Bouée,44260,44019
z18108,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Campbon,44750,44025
z18109,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Donges,44480,44052
z18110,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Chapelle-Launay,44260,44033
z18111,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Lavau-sur-Loire,44260,44080
z18112,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Malville,44260,44089
z18113,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Montoir-de-Bretagne,44550,44103
z18114,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Prinquiau,44260,44137
z18115,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Quilly,44750,44139
z18116,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Malo-de-Guersac,44550,44176
z18117,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Nazaire,44600,44184
z18118,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Savenay,44260,44195
z18119,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Trignac,44570,44210
z18120,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Arthon-en-Retz,44320,44005
z18121,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Bourgneuf-en-Retz,44580,44021
z18122,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Chauvé,44320,44038
z18123,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Cheix-en-Retz,44640,44039
z18124,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Chéméré,44680,44040
z18125,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Corcoué-sur-Logne,44650,44156
z18126,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Corsept,44560,44046
z18127,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Fresnay-en-Retz,44580,44059
z18128,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Frossay,44320,44061
z18129,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Bernerie-en-Retz,44760,44012
z18130,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Chevrolière,44118,44041
z18131,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Limouzinière,44310,44083
z18132,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Marne,44270,44090
z18133,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Montagne,44620,44101
z18134,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Plaine-sur-Mer,44770,44126
z18135,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Legé,44650,44081
z18136,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Pellerin,44640,44120
z18137,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Les Moutiers-en-Retz,44580,44106
z18138,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Machecoul,44270,44087
z18139,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Paimboeuf,44560,44116
z18140,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Paulx,44270,44119
z18141,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Pornic,44210,44131
z18142,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Port-Saint-Père,44710,44133
z18143,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Préfailles,44770,44136
z18144,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Rouans,44640,44145
z18145,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Brevin-les-Pins,44250,44154
z18146,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Colomban,44310,44155
z18147,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Sainte-Pazanne,44680,44186
z18148,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Etienne-de-Mer-Morte,44270,44157
z18149,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Hilaire-de-Chaléons,44680,44164
z18150,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Jean-de-Boiseau,44640,44166
z18151,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Lumine-de-Coutais,44310,44174
z18152,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Mars-de-Coutais,44680,44178
z18153,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Même-le-Tenu,44270,44181
z18154,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Michel-Chef-Chef,44730,44182
z18155,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Père-en-Retz,44320,44187
z18156,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Philbert-de-Grand-Lieu,44310,44188
z18157,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Viaud,44320,44192
z18158,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Touvois,44650,44206
z18159,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Vue,44640,44220
z18160,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Aigrefeuille-sur-Maine,44140,44002
z18161,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Barbechat,44450,44008
z18162,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Basse-Goulaine,44115,44009
z18163,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Boussay,44190,44022
z18164,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Château-Thébaud,44690,44037
z18165,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Clisson,44190,44043
z18166,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Geneston,44140,44223
z18167,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Gétigné,44190,44063
z18168,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Gorges,44190,44064
z18169,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Haute-Goulaine,44115,44071
z18170,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Boissière-du-Doré,44430,44016
z18171,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Chapelle-Basse-Mer,44450,44029
z18172,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Chapelle-Heulin,44330,44032
z18173,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Haie-Fouassière,44690,44070
z18174,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Planche,44140,44127
z18175,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Regrippière,44330,44140
z18176,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,La Remaudière,44430,44141
z18177,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Bignon,44140,44014
z18178,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Landreau,44430,44079
z18179,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Loroux-Bottereau,44430,44084
z18180,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Le Pallet,44330,44117
z18181,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Les Sorinières,44840,44198
z18182,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Maisdon-sur-Sèvre,44690,44088
z18183,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Monnières,44690,44100
z18184,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Montbert,44140,44102
z18185,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Mouzillon,44330,44108
z18186,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Remouillé,44140,44142
z18187,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Fiacre-sur-Maine,44690,44159
z18188,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Hilaire-de-Clisson,44190,44165
z18189,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Julien-de-Concelles,44450,44169
z18190,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Saint-Lumine-de-Clisson,44190,44173
z18191,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Vallet,44330,44212
z18192,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Vertou,44120,44215
z18193,Ouest,Pays de la Loire,Nantes,Loire-Atlantique,Vieillevigne,44116,44216
z18194,Centre,Centre,Orléans,Loiret,Ardon,45160,45006
z18195,Centre,Centre,Orléans,Loiret,Baule,45130,45024
z18196,Centre,Centre,Orléans,Loiret,Beaugency,45190,45028
z18197,Centre,Centre,Orléans,Loiret,Cléry-Saint-André,45370,45098
z18198,Centre,Centre,Orléans,Loiret,Cravant,45190,45116
z18199,Centre,Centre,Orléans,Loiret,Dry,45370,45130
z18200,Centre,Centre,Orléans,Loiret,Jouy-le-Potier,45370,45175
z18201,Centre,Centre,Orléans,Loiret,La Ferté-Saint-Aubin,45240,45146
z18202,Centre,Centre,Orléans,Loiret,Lailly-en-Val,45740,45179
z18203,Centre,Centre,Orléans,Loiret,Ligny-le-Ribault,45240,45182
z18204,Centre,Centre,Orléans,Loiret,Marcilly-en-Villette,45240,45193
z18205,Centre,Centre,Orléans,Loiret,Mareau-aux-Prés,45370,45196
z18206,Centre,Centre,Orléans,Loiret,Ménestreau-en-Villette,45240,45200
z18207,Centre,Centre,Orléans,Loiret,Messas,45190,45202
z18208,Centre,Centre,Orléans,Loiret,Mézières-lez-Cléry,45370,45204
z18209,Centre,Centre,Orléans,Loiret,Olivet,45160,45232
z18210,Centre,Centre,Orléans,Loiret,Orléans,45000,45234
z18211,Centre,Centre,Orléans,Loiret,Saint-Cyr-en-Val,45590,45272
z18212,Centre,Centre,Orléans,Loiret,Saint-Denis-en-Val,45560,45274
z18213,Centre,Centre,Orléans,Loiret,Saint-Hilaire-Saint-Mesmin,45160,45282
z18214,Centre,Centre,Orléans,Loiret,Saint-Jean-le-Blanc,45650,45286
z18215,Centre,Centre,Orléans,Loiret,Saint-Pryvé-Saint-Mesmin,45750,45298
z18216,Centre,Centre,Orléans,Loiret,Sennely,45240,45309
z18217,Centre,Centre,Orléans,Loiret,Tavers,45190,45317
z18218,Centre,Centre,Orléans,Loiret,Villorceau,45190,45344
z18219,Centre,Centre,Orléans,Loiret,Artenay,45410,45008
z18220,Centre,Centre,Orléans,Loiret,Baccon,45130,45019
z18221,Centre,Centre,Orléans,Loiret,Boulay-les-Barres,45140,45046
z18222,Centre,Centre,Orléans,Loiret,Bricy,45310,45055
z18223,Centre,Centre,Orléans,Loiret,Bucy-le-Roi,45410,45058
z18224,Centre,Centre,Orléans,Loiret,Bucy-Saint-Liphard,45140,45059
z18225,Centre,Centre,Orléans,Loiret,Cercottes,45520,45062
z18226,Centre,Centre,Orléans,Loiret,Chaingy,45380,45067
z18227,Centre,Centre,Orléans,Loiret,Charsonville,45130,45081
z18228,Centre,Centre,Orléans,Loiret,Chevilly,45520,45093
z18229,Centre,Centre,Orléans,Loiret,Coinces,45310,45099
z18230,Centre,Centre,Orléans,Loiret,Coulmiers,45130,45109
z18231,Centre,Centre,Orléans,Loiret,Epieds-en-Beauce,45130,45134
z18232,Centre,Centre,Orléans,Loiret,Gémigny,45310,45152
z18233,Centre,Centre,Orléans,Loiret,Gidy,45520,45154
z18234,Centre,Centre,Orléans,Loiret,Huêtre,45520,45166
z18235,Centre,Centre,Orléans,Loiret,Huisseau-sur-Mauves,45130,45167
z18236,Centre,Centre,Orléans,Loiret,Ingré,45140,45169
z18237,Centre,Centre,Orléans,Loiret,La Chapelle-Onzerain,45310,45074
z18238,Centre,Centre,Orléans,Loiret,La Chapelle-Saint-Mesmin,45380,45075
z18239,Centre,Centre,Orléans,Loiret,Le Bardon,45130,45020
z18240,Centre,Centre,Orléans,Loiret,Lion-en-Beauce,45410,45183
z18241,Centre,Centre,Orléans,Loiret,Meung-sur-Loire,45130,45203
z18242,Centre,Centre,Orléans,Loiret,Ormes,45140,45235
z18243,Centre,Centre,Orléans,Loiret,Patay,45310,45248
z18244,Centre,Centre,Orléans,Loiret,Rouvray-Sainte-Croix,45310,45262
z18245,Centre,Centre,Orléans,Loiret,Rozières-en-Beauce,45130,45264
z18246,Centre,Centre,Orléans,Loiret,Ruan,45410,45266
z18247,Centre,Centre,Orléans,Loiret,Saint-Ay,45130,45269
z18248,Centre,Centre,Orléans,Loiret,Saint-Jean-de-la-Ruelle,45140,45285
z18249,Centre,Centre,Orléans,Loiret,Saint-Péravy-la-Colombe,45310,45296
z18250,Centre,Centre,Orléans,Loiret,Saint-Sigismond,45310,45299
z18251,Centre,Centre,Orléans,Loiret,Saran,45770,45302
z18252,Centre,Centre,Orléans,Loiret,Sougy,45410,45313
z18253,Centre,Centre,Orléans,Loiret,Tournoisis,45310,45326
z18254,Centre,Centre,Orléans,Loiret,Trinay,45410,45330
z18255,Centre,Centre,Orléans,Loiret,Villamblain,45310,45337
z18256,Centre,Centre,Orléans,Loiret,Villeneuve-sur-Conie,45310,45341
z18257,Centre,Centre,Orléans,Loiret,Boigny-sur-Bionne,45760,45034
z18258,Centre,Centre,Orléans,Loiret,Bonnée,45460,45039
z18259,Centre,Centre,Orléans,Loiret,Bou,45430,45043
z18260,Centre,Centre,Orléans,Loiret,Bouzy-la-Forêt,45460,45049
z18261,Centre,Centre,Orléans,Loiret,Bray-en-Val,45460,45051
z18262,Centre,Centre,Orléans,Loiret,Cerdon,45620,45063
z18263,Centre,Centre,Orléans,Loiret,Châteauneuf-sur-Loire,45110,45082
z18264,Centre,Centre,Orléans,Loiret,Châtenoy,45260,45084
z18265,Centre,Centre,Orléans,Loiret,Chécy,45430,45089
z18266,Centre,Centre,Orléans,Loiret,Combleux,45800,45100
z18267,Centre,Centre,Orléans,Loiret,Combreux,45530,45101
z18268,Centre,Centre,Orléans,Loiret,Dampierre-en-Burly,45570,45122
z18269,Centre,Centre,Orléans,Loiret,Darvoy,45150,45123
z18270,Centre,Centre,Orléans,Loiret,Donnery,45450,45126
z18271,Centre,Centre,Orléans,Loiret,Fay-aux-Loges,45450,45142
z18272,Centre,Centre,Orléans,Loiret,Férolles,45150,45144
z18273,Centre,Centre,Orléans,Loiret,Germigny-des-Prés,45110,45153
z18274,Centre,Centre,Orléans,Loiret,Guilly,45600,45164
z18275,Centre,Centre,Orléans,Loiret,Isdes,45620,45171
z18276,Centre,Centre,Orléans,Loiret,Jargeau,45150,45173
z18277,Centre,Centre,Orléans,Loiret,Les Bordes,45460,45042
z18278,Centre,Centre,Orléans,Loiret,Lion-en-Sullias,45600,45184
z18279,Centre,Centre,Orléans,Loiret,Mardié,45430,45194
z18280,Centre,Centre,Orléans,Loiret,Marigny-les-Usages,45760,45197
z18281,Centre,Centre,Orléans,Loiret,Neuvy-en-Sullias,45510,45226
z18282,Centre,Centre,Orléans,Loiret,Ouvrouer-les-Champs,45150,45241
z18283,Centre,Centre,Orléans,Loiret,Ouzouer-sur-Loire,45570,45244
z18284,Centre,Centre,Orléans,Loiret,Saint-Aignan-des-Gués,45460,45267
z18285,Centre,Centre,Orléans,Loiret,Saint-Aignan-le-Jaillard,45600,45268
z18286,Centre,Centre,Orléans,Loiret,Saint-Benoît-sur-Loire,45730,45270
z18287,Centre,Centre,Orléans,Loiret,Saint-Denis-de-l'Hôtel,45550,45273
z18288,Centre,Centre,Orléans,Loiret,Saint-Florent,45600,45277
z18289,Centre,Centre,Orléans,Loiret,Saint-Jean-de-Braye,45800,45284
z18290,Centre,Centre,Orléans,Loiret,Saint-Martin-d'Abbat,45110,45290
z18291,Centre,Centre,Orléans,Loiret,Saint-Père-sur-Loire,45600,45297
z18292,Centre,Centre,Orléans,Loiret,Sandillon,45640,45300
z18293,Centre,Centre,Orléans,Loiret,Seichebrières,45530,45305
z18294,Centre,Centre,Orléans,Loiret,Semoy,45400,45308
z18295,Centre,Centre,Orléans,Loiret,Sigloy,45110,45311
z18296,Centre,Centre,Orléans,Loiret,Sully-sur-Loire,45600,45315
z18297,Centre,Centre,Orléans,Loiret,Sury-aux-Bois,45530,45316
z18298,Centre,Centre,Orléans,Loiret,Tigy,45510,45324
z18299,Centre,Centre,Orléans,Loiret,Vannes-sur-Cosson,45510,45331
z18300,Centre,Centre,Orléans,Loiret,Vienne-en-Val,45510,45335
z18301,Centre,Centre,Orléans,Loiret,Viglain,45600,45336
z18302,Centre,Centre,Orléans,Loiret,Villemurlin,45600,45340
z18303,Centre,Centre,Orléans,Loiret,Vitry-aux-Loges,45530,45346
z18304,Centre,Centre,Orléans,Loiret,Adon,45230,45001
z18305,Centre,Centre,Orléans,Loiret,Aillant-sur-Milleron,45230,45002
z18306,Centre,Centre,Orléans,Loiret,Amilly,45200,45004
z18307,Centre,Centre,Orléans,Loiret,Autry-le-Châtel,45500,45016
z18308,Centre,Centre,Orléans,Loiret,Batilly-en-Puisaye,45420,45023
z18309,Centre,Centre,Orléans,Loiret,Bazoches-sur-le-Betz,45210,45026
z18310,Centre,Centre,Orléans,Loiret,Beaulieu-sur-Loire,45630,45029
z18311,Centre,Centre,Orléans,Loiret,Boismorand,45290,45036
z18312,Centre,Centre,Orléans,Loiret,Bonny-sur-Loire,45420,45040
z18313,Centre,Centre,Orléans,Loiret,Breteau,45250,45052
z18314,Centre,Centre,Orléans,Loiret,Briare,45250,45053
z18315,Centre,Centre,Orléans,Loiret,Cepoy,45120,45061
z18316,Centre,Centre,Orléans,Loiret,Cernoy-en-Berry,45360,45064
z18317,Centre,Centre,Orléans,Loiret,Châlette-sur-Loing,45120,45068
z18318,Centre,Centre,Orléans,Loiret,Champoulet,45420,45070
z18319,Centre,Centre,Orléans,Loiret,Chantecoq,45320,45073
z18320,Centre,Centre,Orléans,Loiret,Château-Renard,45220,45083
z18321,Centre,Centre,Orléans,Loiret,Châtillon-Coligny,45230,45085
z18322,Centre,Centre,Orléans,Loiret,Châtillon-sur-Loire,45360,45087
z18323,Centre,Centre,Orléans,Loiret,Chevillon-sur-Huillard,45700,45092
z18324,Centre,Centre,Orléans,Loiret,Chuelles,45220,45097
z18325,Centre,Centre,Orléans,Loiret,Conflans-sur-Loing,45700,45102
z18326,Centre,Centre,Orléans,Loiret,Corquilleroy,45120,45104
z18327,Centre,Centre,Orléans,Loiret,Cortrat,45700,45105
z18328,Centre,Centre,Orléans,Loiret,Coullons,45720,45108
z18329,Centre,Centre,Orléans,Loiret,Courtemaux,45320,45113
z18330,Centre,Centre,Orléans,Loiret,Courtenay,45320,45115
z18331,Centre,Centre,Orléans,Loiret,Dammarie-en-Puisaye,45420,45120
z18332,Centre,Centre,Orléans,Loiret,Dammarie-sur-Loing,45230,45121
z18333,Centre,Centre,Orléans,Loiret,Douchy,45220,45129
z18334,Centre,Centre,Orléans,Loiret,Ervauville,45320,45136
z18335,Centre,Centre,Orléans,Loiret,Escrignelles,45250,45138
z18336,Centre,Centre,Orléans,Loiret,Faverelles,45420,45141
z18337,Centre,Centre,Orléans,Loiret,Feins-en-Gâtinais,45230,45143
z18338,Centre,Centre,Orléans,Loiret,Foucherolles,45320,45149
z18339,Centre,Centre,Orléans,Loiret,Gien,45500,45155
z18340,Centre,Centre,Orléans,Loiret,Gy-les-Nonains,45220,45165
z18341,Centre,Centre,Orléans,Loiret,La Bussière,45230,45060
z18342,Centre,Centre,Orléans,Loiret,La Chapelle-Saint-Sépulcre,45210,45076
z18343,Centre,Centre,Orléans,Loiret,La Chapelle-sur-Aveyron,45230,45077
z18344,Centre,Centre,Orléans,Loiret,Langesse,45290,45180
z18345,Centre,Centre,Orléans,Loiret,La Selle-en-Hermoy,45210,45306
z18346,Centre,Centre,Orléans,Loiret,La Selle-sur-le-Bied,45210,45307
z18347,Centre,Centre,Orléans,Loiret,Le Charme,45230,45079
z18348,Centre,Centre,Orléans,Loiret,Le Moulinet-sur-Solin,45290,45218
z18349,Centre,Centre,Orléans,Loiret,Les Choux,45290,45096
z18350,Centre,Centre,Orléans,Loiret,Lombreuil,45700,45185
z18351,Centre,Centre,Orléans,Loiret,Louzouer,45210,45189
z18352,Centre,Centre,Orléans,Loiret,Melleroy,45220,45199
z18353,Centre,Centre,Orléans,Loiret,Mérinville,45210,45201
z18354,Centre,Centre,Orléans,Loiret,Montargis,45200,45208
z18355,Centre,Centre,Orléans,Loiret,Montbouy,45230,45210
z18356,Centre,Centre,Orléans,Loiret,Montcorbon,45220,45211
z18357,Centre,Centre,Orléans,Loiret,Montcresson,45700,45212
z18358,Centre,Centre,Orléans,Loiret,Mormant-sur-Vernisson,45700,45216
z18359,Centre,Centre,Orléans,Loiret,Nevoy,45500,45227
z18360,Centre,Centre,Orléans,Loiret,Nogent-sur-Vernisson,45290,45229
z18361,Centre,Centre,Orléans,Loiret,Ousson-sur-Loire,45250,45238
z18362,Centre,Centre,Orléans,Loiret,Ouzouer-sur-Trézée,45250,45245
z18363,Centre,Centre,Orléans,Loiret,Pannes,45700,45247
z18364,Centre,Centre,Orléans,Loiret,Paucourt,45200,45249
z18365,Centre,Centre,Orléans,Loiret,Pers-en-Gâtinais,45210,45250
z18366,Centre,Centre,Orléans,Loiret,Pierrefitte-ès-Bois,45360,45251
z18367,Centre,Centre,Orléans,Loiret,Poilly-lez-Gien,45500,45254
z18368,Centre,Centre,Orléans,Loiret,Pressigny-les-Pins,45290,45257
z18369,Centre,Centre,Orléans,Loiret,Rosoy-le-Vieil,45210,45265
z18370,Centre,Centre,Orléans,Loiret,Saint-Brisson-sur-Loire,45500,45271
z18371,Centre,Centre,Orléans,Loiret,Sainte-Geneviève-des-Bois,45230,45278
z18372,Centre,Centre,Orléans,Loiret,Saint-Firmin-des-Bois,45220,45275
z18373,Centre,Centre,Orléans,Loiret,Saint-Firmin-sur-Loire,45360,45276
z18374,Centre,Centre,Orléans,Loiret,Saint-Germain-des-Prés,45220,45279
z18375,Centre,Centre,Orléans,Loiret,Saint-Gondon,45500,45280
z18376,Centre,Centre,Orléans,Loiret,Saint-Hilaire-les-Andrésis,45320,45281
z18377,Centre,Centre,Orléans,Loiret,Saint-Loup-de-Gonois,45210,45287
z18378,Centre,Centre,Orléans,Loiret,Saint-Martin-sur-Ocre,45500,45291
z18379,Centre,Centre,Orléans,Loiret,Saint-Maurice-sur-Aveyron,45230,45292
z18380,Centre,Centre,Orléans,Loiret,Saint-Maurice-sur-Fessard,45700,45293
z18381,Centre,Centre,Orléans,Loiret,Solterre,45700,45312
z18382,Centre,Centre,Orléans,Loiret,Thorailles,45210,45322
z18383,Centre,Centre,Orléans,Loiret,Thou,45420,45323
z18384,Centre,Centre,Orléans,Loiret,Triguères,45220,45329
z18385,Centre,Centre,Orléans,Loiret,Villemandeur,45700,45338
z18386,Centre,Centre,Orléans,Loiret,Villevoques,45700,45343
z18387,Centre,Centre,Orléans,Loiret,Vimory,45700,45345
z18388,Centre,Centre,Orléans,Loiret,Andonville,45480,45005
z18389,Centre,Centre,Orléans,Loiret,Aschères-le-Marché,45170,45009
z18390,Centre,Centre,Orléans,Loiret,Ascoux,45300,45010
z18391,Centre,Centre,Orléans,Loiret,Attray,45170,45011
z18392,Centre,Centre,Orléans,Loiret,Audeville,45300,45012
z18393,Centre,Centre,Orléans,Loiret,Augerville-la-Rivière,45330,45013
z18394,Centre,Centre,Orléans,Loiret,Aulnay-la-Rivière,45390,45014
z18395,Centre,Centre,Orléans,Loiret,Autruy-sur-Juine,45480,45015
z18396,Centre,Centre,Orléans,Loiret,Auvilliers-en-Gâtinais,45270,45017
