ZONE_ID,EU_CIRCO,NOM_REGION,CHEF.LIEU_REGION,NOM_DEPARTEMENT,NOM_COMMUNE,CODES_POSTAUX,CODE_INSEE
z4170,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Messincourt,8110,8289
z4171,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Mogues,8110,8291
z4172,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Moiry,8370,8293
z4173,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Montcheutin,8250,8296
z4174,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Montgon,8390,8301
z4175,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Monthois,8400,8303
z4176,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Mont-Saint-Martin,8400,8308
z4177,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Mont-Saint-Remy,8310,8309
z4178,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Mouron,8250,8310
z4179,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Mouzon,8210,8311
z4180,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Neuville-Day,8130,8321
z4181,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Noirval,8400,8325
z4182,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Nouart,8240,8326
z4183,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Noyers-Pont-Maugis,8350,8331
z4184,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Oches,8240,8332
z4185,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Olizy-Primat,8250,8333
z4186,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Osnes,8110,8336
z4187,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Pauvres,8310,8338
z4188,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Pouru-aux-Bois,8140,8342
z4189,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Pouru-Saint-Remy,8140,8343
z4190,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Puilly-et-Charbeaux,8370,8347
z4191,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Pure,8110,8349
z4192,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Quatre-Champs,8400,8350
z4193,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Quilly,8400,8351
z4194,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Raucourt-et-Flaba,8450,8354
z4195,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Remilly-Aillicourt,8450,8357
z4196,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Rilly-sur-Aisne,8130,8364
z4197,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Rubécourt-et-Lamécourt,8140,8371
z4198,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sachy,8110,8375
z4199,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sailly,8110,8376
z4200,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Aignan,8350,8377
z4201,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Clément-à-Arnes,8310,8378
z4202,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sainte-Marie,8400,8390
z4203,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Etienne-à-Arnes,8310,8379
z4204,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sainte-Vaubourg,8130,8398
z4205,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Juvin,8250,8383
z4206,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Lambert-et-Mont-de-Jeux,8130,8384
z4207,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Loup-Terrier,8130,8387
z4208,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Menges,8200,8391
z4209,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Morel,8400,8392
z4210,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Pierre-à-Arnes,8310,8393
z4211,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saint-Pierremont,8240,8394
z4212,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sapogne-sur-Marche,8370,8399
z4213,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Saulces-Champenoises,8130,8401
z4214,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sauville,8390,8405
z4215,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Savigny-sur-Aisne,8400,8406
z4216,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Séchault,8250,8407
z4217,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sedan,8200,8409
z4218,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Semide,8400,8410
z4219,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Semuy,8130,8411
z4220,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Senuc,8250,8412
z4221,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Signy-Montlibert,8370,8421
z4222,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sommauthe,8240,8424
z4223,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sommerance,8250,8425
z4224,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Stonne,8390,8430
z4225,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sugny,8400,8431
z4226,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Suzanne,8130,8433
z4227,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Sy,8390,8434
z4228,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tailly,8240,8437
z4229,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tannay,8390,8439
z4230,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Termes,8250,8441
z4231,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Terron-sur-Aisne,8400,8443
z4232,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tétaigne,8110,8444
z4233,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Thelonne,8350,8445
z4234,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Thénorgues,8240,8446
z4235,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Toges,8400,8453
z4236,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tourcelles-Chaumont,8400,8455
z4237,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tourteron,8130,8458
z4238,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Tremblois-lès-Carignan,8110,8459
z4239,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vandy,8400,8461
z4240,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vaux-Champagne,8130,8462
z4241,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vaux-en-Dieulet,8240,8463
z4242,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vaux-lès-Mouron,8250,8464
z4243,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vaux-lès-Mouzon,8210,8466
z4244,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Verpel,8240,8470
z4245,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Verrières,8390,8471
z4246,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Villers-Cernay,8140,8475
z4247,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Villers-devant-Mouzon,8210,8477
z4248,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Villers-sur-Bar,8350,8481
z4249,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Villy,8370,8485
z4250,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Voncq,8400,8489
z4251,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vouziers,8400,8490
z4252,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vrigne-aux-Bois,8330,8491
z4253,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Vrizy,8400,8493
z4254,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Wadelincourt,8200,8494
z4255,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Williers,8110,8501
z4256,Est,Champagne-Ardenne,Châlons-en-Champagne,Ardennes,Yoncq,8210,8502
z4257,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aigues-Juntes,9240,9001
z4258,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Albiès,9310,9004
z4259,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aleu,9320,9005
z4260,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Alliat,9400,9006
z4261,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Allières,9240,9007
z4262,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Alzen,9240,9009
z4263,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Antras,9800,9011
z4264,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Appy,9250,9012
z4265,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arabaux,9000,9013
z4266,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Argein,9800,9014
z4267,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arignac,9400,9015
z4268,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arnave,9400,9016
z4269,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arrien-en-Bethmale,9800,9017
z4270,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arrout,9800,9018
z4271,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Artigues,9460,9020
z4272,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Artix,9120,9021
z4273,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ascou,9110,9023
z4274,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aston,9310,9024
z4275,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aucazein,9800,9025
z4276,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Audressein,9800,9026
z4277,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Augirein,9800,9027
z4278,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aulos,9310,9028
z4279,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aulus-les-Bains,9140,9029
z4280,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Auzat,9220,9030
z4281,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Axiat,9250,9031
z4282,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ax-les-Thermes,9110,9032
z4283,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Balacet,9800,9034
z4284,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Balaguères,9800,9035
z4285,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Baulou,9000,9044
z4286,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bédeilhac-et-Aynat,9400,9045
z4287,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bélesta,9300,9047
z4288,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bénac,9000,9049
z4289,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bénaix,9300,9051
z4290,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bestiac,9250,9053
z4291,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bethmale,9800,9055
z4292,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Biert,9320,9057
z4293,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bompas,9400,9058
z4294,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bonac-Irazein,9800,9059
z4295,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bouan,9310,9064
z4296,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Boussenac,9320,9065
z4297,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Brassac,9000,9066
z4298,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Burret,9000,9068
z4299,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Buzan,9800,9069
z4300,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Cadarcet,9240,9071
z4301,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Calzan,9120,9072
z4302,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Capoulet-et-Junac,9400,9077
z4303,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Carcanières,9460,9078
z4304,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Carla-de-Roquefort,9300,9080
z4305,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Castillon-en-Couserans,9800,9085
z4306,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Caussou,9250,9087
z4307,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Caychax,9250,9088
z4308,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Cazaux,9120,9090
z4309,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Cazenave-Serres-et-Allens,9400,9092
z4310,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Celles,9000,9093
z4311,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Cescau,9800,9095
z4312,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Château-Verdun,9310,9096
z4313,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Cos,9000,9099
z4314,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Couflens,9140,9100
z4315,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Coussa,9120,9101
z4316,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Crampagna,9120,9103
z4317,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Dalou,9120,9104
z4318,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Dreuilhe,9300,9106
z4319,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Durban-sur-Arize,9240,9108
z4320,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Engomer,9800,9111
z4321,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ercé,9140,9113
z4322,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ferrières-sur-Ariège,9000,9121
z4323,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Foix,9000,9122
z4324,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Fougax-et-Barrineuf,9300,9125
z4325,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Freychenet,9300,9126
z4326,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Galey,9800,9129
z4327,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ganac,9000,9130
z4328,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Garanou,9250,9131
z4329,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Génat,9400,9133
z4330,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Gestiès,9220,9134
z4331,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Goulier,9220,9135
z4332,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Gourbit,9400,9136
z4333,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Gudas,9120,9137
z4334,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ignaux,9110,9140
z4335,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ilhat,9300,9142
z4336,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Illartein,9800,9141
z4337,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Illier-et-Laramade,9220,9143
z4338,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,La Bastide-de-Sérou,9240,9042
z4339,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,L'Aiguillon,9300,9003
z4340,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lapège,9400,9152
z4341,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Larbont,9240,9154
z4342,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Larcat,9310,9155
z4343,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Larnat,9310,9156
z4344,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lassur,9310,9159
z4345,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lavelanet,9300,9160
z4346,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Le Bosc,9000,9063
z4347,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Le Pla,9460,9230
z4348,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Le Port,9320,9231
z4349,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Le Puch,9460,9237
z4350,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lercoul,9220,9162
z4351,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Les Bordes-sur-Lez,9800,9062
z4352,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Les Cabannes,9310,9070
z4353,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lesparrou,9300,9165
z4354,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Leychert,9300,9166
z4355,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,L'Herm,9000,9138
z4356,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,L'Hospitalet-près-l'Andorre,9390,9139
z4357,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lieurac,9300,9168
z4358,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Lordat,9250,9171
z4359,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Loubens,9120,9173
z4360,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Loubières,9000,9174
z4361,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Luzenac,9250,9176
z4362,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Malléon,9120,9179
z4363,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Massat,9320,9182
z4364,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Mercus-Garrabet,9400,9188
z4365,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Mérens-les-Vals,9110,9189
z4366,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Miglos,9400,9192
z4367,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Mijanès,9460,9193
z4368,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montagagne,9240,9196
z4369,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montaillou,9110,9197
z4370,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montégut-Plantaurel,9120,9202
z4371,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montels,9240,9203
z4372,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montferrier,9300,9206
z4373,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montgaillard,9330,9207
z4374,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montoulieu,9000,9210
z4375,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montségur,9300,9211
z4376,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Montseron,9240,9212
z4377,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Nalzen,9300,9215
z4378,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Nescus,9240,9216
z4379,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Niaux,9400,9217
z4380,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Orgeix,9110,9218
z4381,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Orgibet,9800,9219
z4382,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Orlu,9110,9220
z4383,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ornolac-Ussat-les-Bains,9400,9221
z4384,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Orus,9220,9222
z4385,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Oust,9140,9223
z4386,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Pech,9310,9226
z4387,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Péreille,9300,9227
z4388,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Perles-et-Castelet,9110,9228
z4389,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Prades,9110,9232
z4390,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Pradières,9000,9234
z4391,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Prayols,9000,9236
z4392,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Quérigut,9460,9239
z4393,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Quié,9400,9240
z4394,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Rabat-les-Trois-Seigneurs,9400,9241
z4395,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Raissac,9300,9242
z4396,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Rieux-de-Pelleport,9120,9245
z4397,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Roquefixade,9300,9249
z4398,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Roquefort-les-Cascades,9300,9250
z4399,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Rouze,9460,9252
z4400,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Bauzeil,9120,9256
z4401,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Félix-de-Rieutord,9120,9258
z4402,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Jean-d'Aigues-Vives,9300,9262
z4403,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Jean-de-Verges,9000,9264
z4404,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Jean-du-Castillonnais,9800,9263
z4405,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Lary,9800,9267
z4406,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Martin-de-Caralp,9000,9269
z4407,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Paul-de-Jarrat,9000,9272
z4408,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saint-Pierre-de-Rivière,9000,9273
z4409,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Salsein,9800,9279
z4410,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Saurat,9400,9280
z4411,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sautel,9300,9281
z4412,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Savignac-les-Ormeaux,9110,9283
z4413,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ségura,9120,9284
z4414,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Seix,9140,9285
z4415,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sem,9220,9286
z4416,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Senconac,9250,9287
z4417,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sentein,9800,9290
z4418,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sentenac-de-Sérou,9240,9292
z4419,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sentenac-d'Oust,9140,9291
z4420,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Serres-sur-Arget,9000,9293
z4421,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Siguer,9220,9295
z4422,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sinsat,9310,9296
z4423,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sor,9800,9297
z4424,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Sorgeat,9110,9298
z4425,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Soueix-Rogalle,9140,9299
z4426,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Soula,9000,9300
z4427,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Soulan,9320,9301
z4428,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Suc-et-Sentenac,9220,9302
z4429,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Surba,9400,9303
z4430,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Suzan,9240,9304
z4431,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Tarascon-sur-Ariège,9400,9306
z4432,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Tignac,9110,9311
z4433,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Uchentein,9800,9317
z4434,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Unac,9250,9318
z4435,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Urs,9310,9320
z4436,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ussat,9400,9321
z4437,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ustou,9140,9322
z4438,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Varilhes,9120,9324
z4439,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vaychis,9110,9325
z4440,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vèbre,9310,9326
z4441,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Ventenac,9120,9327
z4442,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Verdun,9310,9328
z4443,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vernajoul,9000,9329
z4444,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vernaux,9250,9330
z4445,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Verniolle,9340,9332
z4446,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vicdessos,9220,9334
z4447,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Villeneuve,9800,9335
z4448,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Villeneuve-d'Olmes,9300,9336
z4449,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Vira,9120,9340
z4450,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Aigues-Vives,9600,9002
z4451,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Alos,9200,9008
z4452,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Artigat,9130,9019
z4453,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Arvigna,9100,9022
z4454,Sud-Ouest,Midi-Pyrénées,Toulouse,Ariège,Bagert,9160,9033
